id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,sell_price
HOBBIES_1_026_CA_1_evaluation,HOBBIES_1_026,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,17.88
HOBBIES_1_027_CA_1_evaluation,HOBBIES_1_027,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,19.99
HOBBIES_1_028_CA_1_evaluation,HOBBIES_1_028,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,7.96
HOBBIES_1_029_CA_1_evaluation,HOBBIES_1_029,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.05
HOBBIES_1_030_CA_1_evaluation,HOBBIES_1_030,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.84
HOBBIES_1_031_CA_1_evaluation,HOBBIES_1_031,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,11.02
HOBBIES_1_032_CA_1_evaluation,HOBBIES_1_032,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.63
HOBBIES_1_033_CA_1_evaluation,HOBBIES_1_033,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,16.89
HOBBIES_1_034_CA_1_evaluation,HOBBIES_1_034,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.87
HOBBIES_1_035_CA_1_evaluation,HOBBIES_1_035,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.21
HOBBIES_1_036_CA_1_evaluation,HOBBIES_1_036,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,5,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.13
HOBBIES_1_037_CA_1_evaluation,HOBBIES_1_037,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,12.42
HOBBIES_1_038_CA_1_evaluation,HOBBIES_1_038,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.18
HOBBIES_1_039_CA_1_evaluation,HOBBIES_1_039,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.88
HOBBIES_1_040_CA_1_evaluation,HOBBIES_1_040,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,4,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,12.34
HOBBIES_1_041_CA_1_evaluation,HOBBIES_1_041,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.19
HOBBIES_1_042_CA_1_evaluation,HOBBIES_1_042,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,7.95
HOBBIES_1_043_CA_1_evaluation,HOBBIES_1_043,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,5,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.67
HOBBIES_1_044_CA_1_evaluation,HOBBIES_1_044,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.48
HOBBIES_1_045_CA_1_evaluation,HOBBIES_1_045,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,10.52
HOBBIES_1_046_CA_1_evaluation,HOBBIES_1_046,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,18.73
HOBBIES_1_047_CA_1_evaluation,HOBBIES_1_047,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,3,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.75
HOBBIES_1_048_CA_1_evaluation,HOBBIES_1_048,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.43
HOBBIES_1_049_CA_1_evaluation,HOBBIES_1_049,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,7.92
HOBBIES_1_050_CA_1_evaluation,HOBBIES_1_050,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,10.98
HOBBIES_1_051_CA_1_evaluation,HOBBIES_1_051,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.89
HOBBIES_1_052_CA_1_evaluation,HOBBIES_1_052,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.8
HOBBIES_1_053_CA_1_evaluation,HOBBIES_1_053,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,3,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.91
HOBBIES_1_054_CA_1_evaluation,HOBBIES_1_054,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.91
HOBBIES_1_055_CA_1_evaluation,HOBBIES_1_055,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.09
HOBBIES_1_056_CA_1_evaluation,HOBBIES_1_056,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,6,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.01
HOBBIES_1_057_CA_1_evaluation,HOBBIES_1_057,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,4,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.9
HOBBIES_1_058_CA_1_evaluation,HOBBIES_1_058,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.37
HOBBIES_1_060_CA_1_evaluation,HOBBIES_1_060,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,30.04
HOBBIES_1_061_CA_1_evaluation,HOBBIES_1_061,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.68
HOBBIES_1_062_CA_1_evaluation,HOBBIES_1_062,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.98
HOBBIES_1_063_CA_1_evaluation,HOBBIES_1_063,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.57
HOBBIES_1_064_CA_1_evaluation,HOBBIES_1_064,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,13.08
HOBBIES_1_065_CA_1_evaluation,HOBBIES_1_065,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.85
HOBBIES_1_066_CA_1_evaluation,HOBBIES_1_066,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.15
HOBBIES_1_067_CA_1_evaluation,HOBBIES_1_067,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.49
HOBBIES_1_068_CA_1_evaluation,HOBBIES_1_068,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,6.98
HOBBIES_1_069_CA_1_evaluation,HOBBIES_1_069,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,13.23
HOBBIES_1_070_CA_1_evaluation,HOBBIES_1_070,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.86
HOBBIES_1_072_CA_1_evaluation,HOBBIES_1_072,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.02
HOBBIES_1_073_CA_1_evaluation,HOBBIES_1_073,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.52
HOBBIES_1_074_CA_1_evaluation,HOBBIES_1_074,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.56
HOBBIES_1_075_CA_1_evaluation,HOBBIES_1_075,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,7.14
HOBBIES_1_076_CA_1_evaluation,HOBBIES_1_076,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.49
HOBBIES_1_077_CA_1_evaluation,HOBBIES_1_077,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.56
HOBBIES_1_078_CA_1_evaluation,HOBBIES_1_078,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,12.8
HOBBIES_1_079_CA_1_evaluation,HOBBIES_1_079,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,8.02
HOBBIES_1_080_CA_1_evaluation,HOBBIES_1_080,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,7,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.47
HOBBIES_1_081_CA_1_evaluation,HOBBIES_1_081,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,14.66
HOBBIES_1_082_CA_1_evaluation,HOBBIES_1_082,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.86
HOBBIES_1_083_CA_1_evaluation,HOBBIES_1_083,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,15.95
HOBBIES_1_084_CA_1_evaluation,HOBBIES_1_084,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.06
HOBBIES_1_085_CA_1_evaluation,HOBBIES_1_085,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,14.72
HOBBIES_1_086_CA_1_evaluation,HOBBIES_1_086,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,8.26
HOBBIES_1_087_CA_1_evaluation,HOBBIES_1_087,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,12.86
HOBBIES_1_088_CA_1_evaluation,HOBBIES_1_088,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.62
HOBBIES_1_089_CA_1_evaluation,HOBBIES_1_089,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,12,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,8.07
HOBBIES_1_090_CA_1_evaluation,HOBBIES_1_090,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.21
HOBBIES_1_091_CA_1_evaluation,HOBBIES_1_091,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,6,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.74
HOBBIES_1_092_CA_1_evaluation,HOBBIES_1_092,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.42
HOBBIES_1_093_CA_1_evaluation,HOBBIES_1_093,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,20.02
HOBBIES_1_094_CA_1_evaluation,HOBBIES_1_094,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,4,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,13.02
HOBBIES_1_095_CA_1_evaluation,HOBBIES_1_095,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,7.7
HOBBIES_1_097_CA_1_evaluation,HOBBIES_1_097,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.29
HOBBIES_1_098_CA_1_evaluation,HOBBIES_1_098,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,14.0
HOBBIES_1_099_CA_1_evaluation,HOBBIES_1_099,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,13.93
HOBBIES_1_100_CA_1_evaluation,HOBBIES_1_100,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,11.33
HOBBIES_1_102_CA_1_evaluation,HOBBIES_1_102,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.86
HOBBIES_1_103_CA_1_evaluation,HOBBIES_1_103,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.6
HOBBIES_1_104_CA_1_evaluation,HOBBIES_1_104,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,23.86
HOBBIES_1_105_CA_1_evaluation,HOBBIES_1_105,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,6.56
HOBBIES_1_106_CA_1_evaluation,HOBBIES_1_106,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.63
HOBBIES_1_107_CA_1_evaluation,HOBBIES_1_107,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.94
HOBBIES_1_108_CA_1_evaluation,HOBBIES_1_108,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,12.93
HOBBIES_1_109_CA_1_evaluation,HOBBIES_1_109,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.97
HOBBIES_1_110_CA_1_evaluation,HOBBIES_1_110,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.59
HOBBIES_1_111_CA_1_evaluation,HOBBIES_1_111,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.08
HOBBIES_1_112_CA_1_evaluation,HOBBIES_1_112,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.71
HOBBIES_1_113_CA_1_evaluation,HOBBIES_1_113,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.39
HOBBIES_1_114_CA_1_evaluation,HOBBIES_1_114,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,8,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.98
HOBBIES_1_115_CA_1_evaluation,HOBBIES_1_115,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.69
HOBBIES_1_116_CA_1_evaluation,HOBBIES_1_116,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,6.39
HOBBIES_1_117_CA_1_evaluation,HOBBIES_1_117,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,12.58
HOBBIES_1_118_CA_1_evaluation,HOBBIES_1_118,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,11.17
HOBBIES_1_119_CA_1_evaluation,HOBBIES_1_119,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.66
HOBBIES_1_120_CA_1_evaluation,HOBBIES_1_120,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,10.9
HOBBIES_1_121_CA_1_evaluation,HOBBIES_1_121,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.11
HOBBIES_1_122_CA_1_evaluation,HOBBIES_1_122,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.84
HOBBIES_1_123_CA_1_evaluation,HOBBIES_1_123,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,12,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,6.98
HOBBIES_1_124_CA_1_evaluation,HOBBIES_1_124,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,6.05
HOBBIES_1_125_CA_1_evaluation,HOBBIES_1_125,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,11.76
HOBBIES_1_126_CA_1_evaluation,HOBBIES_1_126,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.64
HOBBIES_1_127_CA_1_evaluation,HOBBIES_1_127,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.23
HOBBIES_1_128_CA_1_evaluation,HOBBIES_1_128,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,7.81
HOBBIES_1_129_CA_1_evaluation,HOBBIES_1_129,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.84
HOBBIES_1_130_CA_1_evaluation,HOBBIES_1_130,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.72
HOBBIES_1_131_CA_1_evaluation,HOBBIES_1_131,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.7
HOBBIES_1_132_CA_1_evaluation,HOBBIES_1_132,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.07
HOBBIES_1_133_CA_1_evaluation,HOBBIES_1_133,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,11,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,12.46
HOBBIES_1_134_CA_1_evaluation,HOBBIES_1_134,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.68
HOBBIES_1_135_CA_1_evaluation,HOBBIES_1_135,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,20.42
HOBBIES_1_136_CA_1_evaluation,HOBBIES_1_136,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,10,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.97
HOBBIES_1_137_CA_1_evaluation,HOBBIES_1_137,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.88
HOBBIES_1_138_CA_1_evaluation,HOBBIES_1_138,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.82
HOBBIES_1_139_CA_1_evaluation,HOBBIES_1_139,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,10,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.89
HOBBIES_1_140_CA_1_evaluation,HOBBIES_1_140,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.13
HOBBIES_1_141_CA_1_evaluation,HOBBIES_1_141,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,14.09
HOBBIES_1_142_CA_1_evaluation,HOBBIES_1_142,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.03
HOBBIES_1_143_CA_1_evaluation,HOBBIES_1_143,HOBBIES_1,HOBBIES,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,7.96
